STT,product_name,product_url,product_price,product_revenue 
25,Pin sạc dự phòng Li-polymer 10000mAH UMETRAVEL TRIP10C & UMETRAVEL SEA10000 - LikeNew chính hãng,https://shopee.vn/Pin-s%E1%BA%A1c-d%E1%BB%B1-ph%C3%B2ng-Li-polymer-10000mAH-UMETRAVEL-TRIP10C-UMETRAVEL-SEA10000-LikeNew-ch%C3%ADnh-h%C3%A3ng-i.233134523.4480782073?sp_atk=d78e1462-9222-4bfc-8aa4-659ded78826d&xptdk=d78e1462-9222-4bfc-8aa4-659ded78826d,169000,66755000
26,Box sạc dự phòng 16 cell 18650 sạc nhanh 22W,https://shopee.vn/Box-s%E1%BA%A1c-d%E1%BB%B1-ph%C3%B2ng-16-cell-18650-s%E1%BA%A1c-nhanh-22W-i.26104455.13232670487?sp_atk=b9531bda-c707-4537-9bae-0360ac230b10&xptdk=b9531bda-c707-4537-9bae-0360ac230b10,180000,121500000
27,Pin Sạc Dự Phòng 10000mAh VIVAN VPB-M10 Sạc Nhanh Chuẩn PD/QC3.0 18W 2 Output 2 Input Hàng Chính Hãng Bảo Hành 12 Tháng,https://shopee.vn/Pin-S%E1%BA%A1c-D%E1%BB%B1-Ph%C3%B2ng-10000mAh-VIVAN-VPB-M10-S%E1%BA%A1c-Nhanh-Chu%E1%BA%A9n-PD-QC3.0-18W-2-Output-2-Input-H%C3%A0ng-Ch%C3%ADnh-H%C3%A3ng-B%E1%BA%A3o-H%C3%A0nh-12-Th%C3%A1ng-i.296257974.9210597597?sp_atk=f3d443bd-cab6-4260-a7d0-18e0dde20da6&xptdk=f3d443bd-cab6-4260-a7d0-18e0dde20da6,199000,44775000
28,"Sạc dự phòng đa năng 4 in 1 tích hợp cáp sạc nhanh 18W, Sạc không dây 15W, QC+PD18W, Phích cắm ổ điện 220V",https://shopee.vn/S%E1%BA%A1c-d%E1%BB%B1-ph%C3%B2ng-%C4%91a-n%C4%83ng-4-in-1-t%C3%ADch-h%E1%BB%A3p-c%C3%A1p-s%E1%BA%A1c-nhanh-18W-S%E1%BA%A1c-kh%C3%B4ng-d%C3%A2y-15W-QC-PD18W-Ph%C3%ADch-c%E1%BA%AFm-%E1%BB%95-%C4%91i%E1%BB%87n-220V-i.15940754.19267605944?sp_atk=d4e9fb35-0c18-42a8-984c-cf819d3eb029&xptdk=d4e9fb35-0c18-42a8-984c-cf819d3eb029,469000,117250000
29,"Sạc Dự Phòng Không Dây Baseus 6000mAh /10000mAh PD 20W PPCXW06,Sạc không dây từ tính Max 15W",https://shopee.vn/S%E1%BA%A1c-D%E1%BB%B1-Ph%C3%B2ng-Kh%C3%B4ng-D%C3%A2y-Baseus-6000mAh-10000mAh-PD-20W-PPCXW06-S%E1%BA%A1c-kh%C3%B4ng-d%C3%A2y-t%E1%BB%AB-t%C3%ADnh-Max-15W-i.69819509.16374699910?sp_atk=d616aef6-53b9-438e-9953-83b8d2c55a30&xptdk=d616aef6-53b9-438e-9953-83b8d2c55a30,495000,693000000
30,[CHÍNH HÃNG] Sạc dự phòng WEKOME WP-163 20000mAh tích hợp 2 cổng sạc đầu ra,https://shopee.vn/-CH%C3%8DNH-H%C3%83NG-S%E1%BA%A1c-d%E1%BB%B1-ph%C3%B2ng-WEKOME-WP-163-20000mAh-t%C3%ADch-h%E1%BB%A3p-2-c%E1%BB%95ng-s%E1%BA%A1c-%C4%91%E1%BA%A7u-ra-i.654857837.14452753180?sp_atk=3fe0bb28-d441-4d58-ab72-5bfdd47440d9&xptdk=3fe0bb28-d441-4d58-ab72-5bfdd47440d9,125000,44750000
31,"Sạc dự phòng 10000mAh, nhỏ gọn mini sạc nhanh 15W tiện dụng với 3 cổng tách rời ip,andro màn hình led kèm 2 đèn rọi sáng",https://shopee.vn/S%E1%BA%A1c-d%E1%BB%B1-ph%C3%B2ng-10000mAh-nh%E1%BB%8F-g%E1%BB%8Dn-mini-s%E1%BA%A1c-nhanh-15W-ti%E1%BB%87n-d%E1%BB%A5ng-v%E1%BB%9Bi-3-c%E1%BB%95ng-t%C3%A1ch-r%E1%BB%9Di-ip-andro-m%C3%A0n-h%C3%ACnh-led-k%C3%A8m-2-%C4%91%C3%A8n-r%E1%BB%8Di-s%C3%A1ng-i.83750573.18054666224?sp_atk=b8d736e0-0e6b-4df6-8af1-4e74bf0e55eb&xptdk=b8d736e0-0e6b-4df6-8af1-4e74bf0e55eb,179000,25060000
32,GEN BỌC CELL PIN 18650 MỚI NHẤT(MÀNG CO NHIỆT CÓ IN HÌNH PIN 18650) SKIN PIN 18650 ĐẸP NHẤT,https://shopee.vn/GEN-B%E1%BB%8CC-CELL-PIN-18650-M%E1%BB%9AI-NH%E1%BA%A4T(M%C3%80NG-CO-NHI%E1%BB%86T-C%C3%93-IN-H%C3%8CNH-PIN-18650)-SKIN-PIN-18650-%C4%90%E1%BA%B8P-NH%E1%BA%A4T-i.899090865.22709226892?sp_atk=99b9c1bd-ee86-4deb-8c1f-fda1dd4738e2&xptdk=99b9c1bd-ee86-4deb-8c1f-fda1dd4738e2,2475,2722500
33,Sạc dự phòng Move Speed 10000mah hỗ trợ 2 cổng sạc nhanh 20w - bảo hành 12 tháng,https://shopee.vn/S%E1%BA%A1c-d%E1%BB%B1-ph%C3%B2ng-Move-Speed-10000mah-h%E1%BB%97-tr%E1%BB%A3-2-c%E1%BB%95ng-s%E1%BA%A1c-nhanh-20w-b%E1%BA%A3o-h%C3%A0nh-12-th%C3%A1ng-i.579114269.21238237210?sp_atk=f9de89c9-2771-45c5-8d6f-3a7485f1e75b&xptdk=f9de89c9-2771-45c5-8d6f-3a7485f1e75b,275000,55000000
34,Pin sạc dự phòng J102A - j102a chính hãng hoco 20000mAh sạc nhanh 20w cổng TypeC in/out BH 12 tháng lỗi SX poogroup,https://shopee.vn/Pin-s%E1%BA%A1c-d%E1%BB%B1-ph%C3%B2ng-J102A-j102a-ch%C3%ADnh-h%C3%A3ng-hoco-20000mAh-s%E1%BA%A1c-nhanh-20w-c%E1%BB%95ng-TypeC-in-out-BH-12-th%C3%A1ng-l%E1%BB%97i-SX-poogroup-i.258461450.22412893613?sp_atk=4c00d08e-a9c0-4952-8514-1c672d7eea7f&xptdk=4c00d08e-a9c0-4952-8514-1c672d7eea7f,280000,117880000
35,Pin sạc dự phòng ABS tặng dây sạc Micro dài 2 mét miễn phí,https://shopee.vn/Pin-s%E1%BA%A1c-d%E1%BB%B1-ph%C3%B2ng-ABS-t%E1%BA%B7ng-d%C3%A2y-s%E1%BA%A1c-Micro-d%C3%A0i-2-m%C3%A9t-mi%E1%BB%85n-ph%C3%AD-i.313453321.6762753915?sp_atk=a41da25b-edd1-4c91-95f8-c9dfac38fc9e&xptdk=a41da25b-edd1-4c91-95f8-c9dfac38fc9e,29000,9512000
36,"Sạc dự phòng Energizer 10.000mAh QE10007/ UE10054/ UE10053 - Thiết kế gọn nhẹ, tích hợp 2 cổng outputs",https://shopee.vn/S%E1%BA%A1c-d%E1%BB%B1-ph%C3%B2ng-Energizer-10.000mAh-QE10007-UE10054-UE10053-Thi%E1%BA%BFt-k%E1%BA%BF-g%E1%BB%8Dn-nh%E1%BA%B9-t%C3%ADch-h%E1%BB%A3p-2-c%E1%BB%95ng-outputs-i.206824363.4241266197?sp_atk=5f23c941-80ef-4ca7-8df5-12f0a9338c32&xptdk=5f23c941-80ef-4ca7-8df5-12f0a9338c32,198000,174438000
37,"[PHIÊN BẢN PRO 2] Sạc Dự Phòng 20000 mAh,8 PIN 18650 Hình Trụ,Sạc Nhanh PD 22,5W-Bảo Hành 12 Tháng",https://shopee.vn/-PHI%C3%8AN-B%E1%BA%A2N-PRO-2-S%E1%BA%A1c-D%E1%BB%B1-Ph%C3%B2ng-20000-mAh-8-PIN-18650-H%C3%ACnh-Tr%E1%BB%A5-S%E1%BA%A1c-Nhanh-PD-22-5W-B%E1%BA%A3o-H%C3%A0nh-12-Th%C3%A1ng-i.883809099.20059155143?sp_atk=3052b947-6458-4217-ad1e-569a3e98570b&xptdk=3052b947-6458-4217-ad1e-569a3e98570b,400000,287200000
38,"Box dự phòng 22.5W trong suốt 4 cell 21700,mạch sac nhanh Qc 4.0",https://shopee.vn/Box-d%E1%BB%B1-ph%C3%B2ng-22.5W-trong-su%E1%BB%91t-4-cell-21700-m%E1%BA%A1ch-sac-nhanh-Qc-4.0-i.154133284.18661263535?sp_atk=0ed0f1ff-2b23-4dbe-8329-7e2ad0ab9d18&xptdk=0ed0f1ff-2b23-4dbe-8329-7e2ad0ab9d18,130000,6760000
39,Pin sạc dự phòng Anker MagGo 5000mAh 622 Magnetic Battery Từ Tính Không Dây Hít Lưng - Mã A1611 cho IP 12 13 14 3astore,https://shopee.vn/Pin-s%E1%BA%A1c-d%E1%BB%B1-ph%C3%B2ng-Anker-MagGo-5000mAh-622-Magnetic-Battery-T%E1%BB%AB-T%C3%ADnh-Kh%C3%B4ng-D%C3%A2y-H%C3%ADt-L%C6%B0ng-M%C3%A3-A1611-cho-IP-12-13-14-3astore-i.283348801.20567065295?sp_atk=9d9d6a67-5cc1-4b29-a2d2-54e5f32634db&xptdk=9d9d6a67-5cc1-4b29-a2d2-54e5f32634db,899000,3596000000
40,Sạc Dự Phòng Không Dây HOCO J50 🔥FREESHIP🔥 Hỗ Trợ Sạc Nhanh - Bảo Hành Chính Hãng 12 Tháng,https://shopee.vn/S%E1%BA%A1c-D%E1%BB%B1-Ph%C3%B2ng-Kh%C3%B4ng-D%C3%A2y-HOCO-J50-%F0%9F%94%A5FREESHIP%F0%9F%94%A5-H%E1%BB%97-Tr%E1%BB%A3-S%E1%BA%A1c-Nhanh-B%E1%BA%A3o-H%C3%A0nh-Ch%C3%ADnh-H%C3%A3ng-12-Th%C3%A1ng-i.429642655.7687111302?sp_atk=cf8a02cb-d126-4b8d-b502-3d994e388d63&xptdk=cf8a02cb-d126-4b8d-b502-3d994e388d63,349000,767800000
41,"Sạc dự phòng Pisen Power Box C10000 LED 10000mAh, nhỏ gọn, an toàn, sạc đồng thời 2 thiết bị, bảo hành 24 tháng",https://shopee.vn/S%E1%BA%A1c-d%E1%BB%B1-ph%C3%B2ng-Pisen-Power-Box-C10000-LED-10000mAh-nh%E1%BB%8F-g%E1%BB%8Dn-an-to%C3%A0n-s%E1%BA%A1c-%C4%91%E1%BB%93ng-th%E1%BB%9Di-2-thi%E1%BA%BFt-b%E1%BB%8B-b%E1%BA%A3o-h%C3%A0nh-24-th%C3%A1ng-i.38276103.5008776305?sp_atk=0a30534d-c58a-47b2-9563-bbda88ea6efa&xptdk=0a30534d-c58a-47b2-9563-bbda88ea6efa,518000,155918000
42,"Sạc dự phòng 10000mah WEKOME WP161, pin tích điện thiết kế nhỏ gọn cầm tay đèn lead hiển thị phần trăm pin kèm cáp sạc",https://shopee.vn/S%E1%BA%A1c-d%E1%BB%B1-ph%C3%B2ng-10000mah-WEKOME-WP161-pin-t%C3%ADch-%C4%91i%E1%BB%87n-thi%E1%BA%BFt-k%E1%BA%BF-nh%E1%BB%8F-g%E1%BB%8Dn-c%E1%BA%A7m-tay-%C4%91%C3%A8n-lead-hi%E1%BB%83n-th%E1%BB%8B-ph%E1%BA%A7n-tr%C4%83m-pin-k%C3%A8m-c%C3%A1p-s%E1%BA%A1c-i.662164417.13479366402?sp_atk=9f72f2bc-7688-4b05-a618-2d4a15b0fb14&xptdk=9f72f2bc-7688-4b05-a618-2d4a15b0fb14,159000,153276000
43,"Sạc dự phòng Energizer 10000mAh UE10052PQ - 3 cổng sạc tiện lợi, tích hợp sạc nhanh 2 chiều - Hàng chính hãng",https://shopee.vn/S%E1%BA%A1c-d%E1%BB%B1-ph%C3%B2ng-Energizer-10000mAh-UE10052PQ-3-c%E1%BB%95ng-s%E1%BA%A1c-ti%E1%BB%87n-l%E1%BB%A3i-t%C3%ADch-h%E1%BB%A3p-s%E1%BA%A1c-nhanh-2-chi%E1%BB%81u-H%C3%A0ng-ch%C3%ADnh-h%C3%A3ng-i.19287904.17787689695?sp_atk=449417ef-5359-495c-a924-5da605e2d9d4&xptdk=449417ef-5359-495c-a924-5da605e2d9d4,559000,108446000
44,Sạc dự phòng 10000 mAh sạc nhanh 20w AKUS - DP230 - Hàng ChínhHãng,https://shopee.vn/S%E1%BA%A1c-d%E1%BB%B1-ph%C3%B2ng-10000-mAh-s%E1%BA%A1c-nhanh-20w-AKUS-DP230-H%C3%A0ng-Ch%C3%ADnhH%C3%A3ng-i.424964889.18732549914?sp_atk=c637c001-f3b8-42e1-9d04-86d4d99c2272&xptdk=c637c001-f3b8-42e1-9d04-86d4d99c2272,279000,49383000
45,"Box sạc dự phòng 22.5W trong suốt 8 cell 18650, mạch sạc nhanh QC 4.0 chip PD20W. BN.",https://shopee.vn/Box-s%E1%BA%A1c-d%E1%BB%B1-ph%C3%B2ng-22.5W-trong-su%E1%BB%91t-8-cell-18650-m%E1%BA%A1ch-s%E1%BA%A1c-nhanh-QC-4.0-chip-PD20W.-BN.-i.38651641.19558500505?sp_atk=1e16a76f-1ecf-4360-ba06-f9d389c1fdf4&xptdk=1e16a76f-1ecf-4360-ba06-f9d389c1fdf4,90000,69120000
46,"Pin Sạc Dự Phòng chính hãng Hoco Q3 Pro 10000 mAh 22,5w có cổng in/out TypeC bảo hành 12 tháng | Hoco Store",https://shopee.vn/Pin-S%E1%BA%A1c-D%E1%BB%B1-Ph%C3%B2ng-ch%C3%ADnh-h%C3%A3ng-Hoco-Q3-Pro-10000-mAh-22-5w-c%C3%B3-c%E1%BB%95ng-in-out-TypeC-b%E1%BA%A3o-h%C3%A0nh-12-th%C3%A1ng-Hoco-Store-i.258461450.23204317830?sp_atk=1b132d76-acca-487a-9a85-82d90f32710f&xptdk=1b132d76-acca-487a-9a85-82d90f32710f,270000,297000000
47,Hộp đựng pin dự phòng 8 cell có 2 đèn led Box sạc dự phòng 8 cell mạch sạc dự phòng dùng pin sạc 18650,https://shopee.vn/H%E1%BB%99p-%C4%91%E1%BB%B1ng-pin-d%E1%BB%B1-ph%C3%B2ng-8-cell-c%C3%B3-2-%C4%91%C3%A8n-led-Box-s%E1%BA%A1c-d%E1%BB%B1-ph%C3%B2ng-8-cell-m%E1%BA%A1ch-s%E1%BA%A1c-d%E1%BB%B1-ph%C3%B2ng-d%C3%B9ng-pin-s%E1%BA%A1c-18650-i.101821048.1654791120?sp_atk=69b611b6-df6b-49b0-aec4-6eb5e534d4b6&xptdk=69b611b6-df6b-49b0-aec4-6eb5e534d4b6,65000,221000000
48,Pin sạc dự phòng Xiaomi Redmi 10000mAh - Hàng chính hãng,https://shopee.vn/Pin-s%E1%BA%A1c-d%E1%BB%B1-ph%C3%B2ng-Xiaomi-Redmi-10000mAh-H%C3%A0ng-ch%C3%ADnh-h%C3%A3ng-i.191065034.3115131805?sp_atk=c8e8fa2c-f3f1-4bae-83e7-f44745631bdd&xptdk=c8e8fa2c-f3f1-4bae-83e7-f44745631bdd,329000,723800000
49,Sạc dự phòng REMAX 20000mAh /10000mAh 22.5W RPP-51/RPP-285 - Pin dự phòng REMAX có cáp sạc nhanh cho IP và Android,https://shopee.vn/S%E1%BA%A1c-d%E1%BB%B1-ph%C3%B2ng-REMAX-20000mAh-10000mAh-22.5W-RPP-51-RPP-285-Pin-d%E1%BB%B1-ph%C3%B2ng-REMAX-c%C3%B3-c%C3%A1p-s%E1%BA%A1c-nhanh-cho-IP-v%C3%A0-Android-i.15940754.13792073132?sp_atk=f7806747-b3a8-4517-9b8c-918591076252&xptdk=f7806747-b3a8-4517-9b8c-918591076252,389000,389000000
50,[Mã 1010ELHA1000K1 giảm 8% đơn 3TR] [Thế hệ mới 2023] Sạc Dự Phòng Chính Hãng 20000mAh Power Bank Tích Hợp 2 Cáp sạc,https://shopee.vn/-M%C3%A3-1010ELHA1000K1-gi%E1%BA%A3m-8-%C4%91%C6%A1n-3TR-Th%E1%BA%BF-h%E1%BB%87-m%E1%BB%9Bi-2023-S%E1%BA%A1c-D%E1%BB%B1-Ph%C3%B2ng-Ch%C3%ADnh-H%C3%A3ng-20000mAh-Power-Bank-T%C3%ADch-H%E1%BB%A3p-2-C%C3%A1p-s%E1%BA%A1c-i.223425375.17671746228?sp_atk=3e0b9d37-c452-4622-aecc-15c5c76631b8&xptdk=3e0b9d37-c452-4622-aecc-15c5c76631b8,675000,120150000
51,Kuulaa Pin Sạc Dự Phòng mini pd 18w 5000mah Cho samsung iphone 15 14 13 12 pro max,https://shopee.vn/Kuulaa-Pin-S%E1%BA%A1c-D%E1%BB%B1-Ph%C3%B2ng-mini-pd-18w-5000mah-Cho-samsung-iphone-15-14-13-12-pro-max-i.235353359.21929425394?sp_atk=e0c7c413-9bc6-4a7a-8e2f-ca6cdc26ac7c&xptdk=e0c7c413-9bc6-4a7a-8e2f-ca6cdc26ac7c,249000,146910000
52,"Pin dự phòng Energizer 10000mAh QE10013PQ - 3 cổng sạc ra tiện lợi, tích hợp sạc nhanh - Hàng chính hãng",https://shopee.vn/Pin-d%E1%BB%B1-ph%C3%B2ng-Energizer-10000mAh-QE10013PQ-3-c%E1%BB%95ng-s%E1%BA%A1c-ra-ti%E1%BB%87n-l%E1%BB%A3i-t%C3%ADch-h%E1%BB%A3p-s%E1%BA%A1c-nhanh-H%C3%A0ng-ch%C3%ADnh-h%C3%A3ng-i.19287904.21054826342?sp_atk=890bad4a-86df-4e62-9d3f-ae1270c51ad3&xptdk=890bad4a-86df-4e62-9d3f-ae1270c51ad3,585000,110565000
53,"Sản phẩm mới đi kèm với dòng sạc dự phòng mini 20000mAh, pin sạc dự phòng dung lượng lớn",https://shopee.vn/S%E1%BA%A3n-ph%E1%BA%A9m-m%E1%BB%9Bi-%C4%91i-k%C3%A8m-v%E1%BB%9Bi-d%C3%B2ng-s%E1%BA%A1c-d%E1%BB%B1-ph%C3%B2ng-mini-20000mAh-pin-s%E1%BA%A1c-d%E1%BB%B1-ph%C3%B2ng-dung-l%C6%B0%E1%BB%A3ng-l%E1%BB%9Bn-i.663066202.18723211971?sp_atk=b6d657c7-e2f6-4aa8-91b8-7a08db044e61&xptdk=b6d657c7-e2f6-4aa8-91b8-7a08db044e61,235000,35955000
54,"Sạc dự phòng Energizer 10,000mAh /3.7V Li-Polymer-UE10052 / UE10054 / UE10058 -Hàng chính hãng",https://shopee.vn/S%E1%BA%A1c-d%E1%BB%B1-ph%C3%B2ng-Energizer-10-000mAh-3.7V-Li-Polymer-UE10052-UE10054-UE10058-H%C3%A0ng-ch%C3%ADnh-h%C3%A3ng-i.230423421.3383982467?sp_atk=c5d9e3e6-0bd3-48a1-9218-c3a754c10218&xptdk=c5d9e3e6-0bd3-48a1-9218-c3a754c10218,259000,46620000
55,"Pin Sạc Dự Phòng Trong Suốt 40000mAh CYBERPUNK , Hỗ Trợ Sạc Nhanh PD 22,5w & QC 3.0",https://shopee.vn/Pin-S%E1%BA%A1c-D%E1%BB%B1-Ph%C3%B2ng-Trong-Su%E1%BB%91t-40000mAh-CYBERPUNK-H%E1%BB%97-Tr%E1%BB%A3-S%E1%BA%A1c-Nhanh-PD-22-5w-QC-3.0-i.4537676.23926157480?sp_atk=10c22b62-c5a0-44a0-b94b-ef113666e771&xptdk=10c22b62-c5a0-44a0-b94b-ef113666e771,699000,27261000
56,Pin sạc dự phòng Xiaomi gen 3 20000 mAh - Pin dự phòng Xiaomi PLM18ZM 18w 20000 mAh,https://shopee.vn/Pin-s%E1%BA%A1c-d%E1%BB%B1-ph%C3%B2ng-Xiaomi-gen-3-20000-mAh-Pin-d%E1%BB%B1-ph%C3%B2ng-Xiaomi-PLM18ZM-18w-20000-mAh-i.6470337.739498117?sp_atk=0c5b5e56-898b-4c93-b200-cc83179f2b78&xptdk=0c5b5e56-898b-4c93-b200-cc83179f2b78,439000,1712100000
57,Box sạc dự phòng 21 cell 18650 sạc nhanh không dây QC 22.5W-Qi 15W (Không pin),https://shopee.vn/Box-s%E1%BA%A1c-d%E1%BB%B1-ph%C3%B2ng-21-cell-18650-s%E1%BA%A1c-nhanh-kh%C3%B4ng-d%C3%A2y-QC-22.5W-Qi-15W-(Kh%C3%B4ng-pin)-i.26104455.21731577334?sp_atk=29c1bfc2-ba67-40c6-ad47-279171902e2f&xptdk=29c1bfc2-ba67-40c6-ad47-279171902e2f,190000,90250000
58,Pin Sạc Dự Phòng Chính Hãng HOCO J72(J100)-10.000mAh-HOCO J72(J100),https://shopee.vn/Pin-S%E1%BA%A1c-D%E1%BB%B1-Ph%C3%B2ng-Ch%C3%ADnh-H%C3%A3ng-HOCO-J72(J100)-10.000mAh-HOCO-J72(J100)-i.64873000.17848763128?sp_atk=54833ead-61cb-4f50-8899-d164800304fe&xptdk=54833ead-61cb-4f50-8899-d164800304fe,138000,88320000
59,Mạch Sạc Pin Lithium 4.2V TP4056 1A Micro USB (dùng cho pin 18650),https://shopee.vn/M%E1%BA%A1ch-S%E1%BA%A1c-Pin-Lithium-4.2V-TP4056-1A-Micro-USB-(d%C3%B9ng-cho-pin-18650)-i.61435118.2092179026?sp_atk=903391db-14f9-42b8-b610-791e0a167cd7&xptdk=903391db-14f9-42b8-b610-791e0a167cd7,3400,3277600
60,Pin sạc dự phòng không dây Polymer 10.000mAh Type C PD QC3.0 Xmobile P66D Xám,https://shopee.vn/Pin-s%E1%BA%A1c-d%E1%BB%B1-ph%C3%B2ng-kh%C3%B4ng-d%C3%A2y-Polymer-10.000mAh-Type-C-PD-QC3.0-Xmobile-P66D-X%C3%A1m-i.192832846.9340829474?sp_atk=f24d2f3c-9216-4ce3-ac71-456ecd609532&xptdk=f24d2f3c-9216-4ce3-ac71-456ecd609532,220000,138600000
1,Sạc dự phòng không dây từ tính 10000mah RPP-65 chính hãng Remax,https://shopee.vn/S%E1%BA%A1c-d%E1%BB%B1-ph%C3%B2ng-kh%C3%B4ng-d%C3%A2y-t%E1%BB%AB-t%C3%ADnh-10000mah-RPP-65-ch%C3%ADnh-h%C3%A3ng-Remax-i.197036421.18154946382?sp_atk=da454b45-f87c-46ba-bcb5-adb0f467ed55&xptdk=da454b45-f87c-46ba-bcb5-adb0f467ed55,429000,253110000
2,(CÓ SẴN) Sạc dự phòng mini cầm tay 5000mAh chính hãng nội địa Hàn Quốc,https://shopee.vn/(C%C3%93-S%E1%BA%B4N)-S%E1%BA%A1c-d%E1%BB%B1-ph%C3%B2ng-mini-c%E1%BA%A7m-tay-5000mAh-ch%C3%ADnh-h%C3%A3ng-n%E1%BB%99i-%C4%91%E1%BB%8Ba-H%C3%A0n-Qu%E1%BB%91c-i.224239783.14394250153?sp_atk=49bc0815-3100-4b8b-868d-6546cd211fdc&xptdk=49bc0815-3100-4b8b-868d-6546cd211fdc,210000,121380000
3,"Sạc dự phòng kiêm sạc ko dây dung lượng 10000mAh,20000mAh tích hợp sẵn cổng /cáp sạc",https://shopee.vn/S%E1%BA%A1c-d%E1%BB%B1-ph%C3%B2ng-ki%C3%AAm-s%E1%BA%A1c-ko-d%C3%A2y-dung-l%C6%B0%E1%BB%A3ng-10000mAh-20000mAh-t%C3%ADch-h%E1%BB%A3p-s%E1%BA%B5n-c%E1%BB%95ng-c%C3%A1p-s%E1%BA%A1c-i.443335507.11174265577?sp_atk=62ce215a-9946-47e7-9c78-c78ac39795ca&xptdk=62ce215a-9946-47e7-9c78-c78ac39795ca,455000,83265000
4,"[Mã 1010ELHA1000K1 giảm 8% đơn 3TR] Pin dự phòng sạc nhanh 20.000mAh Velasboost F2, Bảo hành 1 đổi 1",https://shopee.vn/-M%C3%A3-1010ELHA1000K1-gi%E1%BA%A3m-8-%C4%91%C6%A1n-3TR-Pin-d%E1%BB%B1-ph%C3%B2ng-s%E1%BA%A1c-nhanh-20.000mAh-Velasboost-F2-B%E1%BA%A3o-h%C3%A0nh-1-%C4%91%E1%BB%95i-1-i.303340636.14791300262?sp_atk=f088a8d2-6361-4b61-a5ca-566a57ea855e&xptdk=f088a8d2-6361-4b61-a5ca-566a57ea855e,399000,333165000
5,"[GIAO HỎA TỐC] Pin Sạc Dự Phòng Anker MagGo 622 A1611 dành cho điện thoại nhà táo 12,13 Hít Từ Tính 5000mAh 7.5W/12W",https://shopee.vn/-GIAO-H%E1%BB%8EA-T%E1%BB%90C-Pin-S%E1%BA%A1c-D%E1%BB%B1-Ph%C3%B2ng-Anker-MagGo-622-A1611-d%C3%A0nh-cho-%C4%91i%E1%BB%87n-tho%E1%BA%A1i-nh%C3%A0-t%C3%A1o-12-13-H%C3%ADt-T%E1%BB%AB-T%C3%ADnh-5000mAh-7.5W-12W-i.105971151.13068609831?sp_atk=3272e9c1-17de-4953-ab3a-6e57ebd2f726&xptdk=3272e9c1-17de-4953-ab3a-6e57ebd2f726,779000,235258000
6,"Pin Sạc Dự Phòng Hoco J99A 20000mAh Chính Hãng - 2 Input, 2 Output, Đèn Led Hiển Thị Dung Lượng Pin, Thiết Kế Nhỏ Gọn.",https://shopee.vn/Pin-S%E1%BA%A1c-D%E1%BB%B1-Ph%C3%B2ng-Hoco-J99A-20000mAh-Ch%C3%ADnh-H%C3%A3ng-2-Input-2-Output-%C4%90%C3%A8n-Led-Hi%E1%BB%83n-Th%E1%BB%8B-Dung-L%C6%B0%E1%BB%A3ng-Pin-Thi%E1%BA%BFt-K%E1%BA%BF-Nh%E1%BB%8F-G%E1%BB%8Dn.-i.64873000.12296575853?sp_atk=6733fe03-cf07-4c02-88d4-ac6e4141b1e3&xptdk=6733fe03-cf07-4c02-88d4-ac6e4141b1e3,138000,93288000
7,Sạc dự phòng mini 20000mAh kích thước nhỏ gọn tiện mang trên người,https://shopee.vn/S%E1%BA%A1c-d%E1%BB%B1-ph%C3%B2ng-mini-20000mAh-k%C3%ADch-th%C6%B0%E1%BB%9Bc-nh%E1%BB%8F-g%E1%BB%8Dn-ti%E1%BB%87n-mang-tr%C3%AAn-ng%C6%B0%E1%BB%9Di-i.444734068.22221471163?sp_atk=faef405a-a6c1-4766-81ba-8c6eb859753a&xptdk=faef405a-a6c1-4766-81ba-8c6eb859753a,168000,28056000
8,Kuulaa Cục Sạc Dự Phòng mini pd 18w 20w 5000mah Cho samsung iphone 15 14 13 12 pro max,https://shopee.vn/Kuulaa-C%E1%BB%A5c-S%E1%BA%A1c-D%E1%BB%B1-Ph%C3%B2ng-mini-pd-18w-20w-5000mah-Cho-samsung-iphone-15-14-13-12-pro-max-i.235353359.22715322660?sp_atk=12e44b1d-ab1d-40cb-ade6-a66675ce416f&xptdk=12e44b1d-ab1d-40cb-ade6-a66675ce416f,249000,55527000
9,Cáp fix pin JC 11 đến 13PM,https://shopee.vn/C%C3%A1p-fix-pin-JC-11-%C4%91%E1%BA%BFn-13PM-i.146057759.17921781559?sp_atk=f64a445d-d777-444d-8cd2-8ff6dc539e40&xptdk=f64a445d-d777-444d-8cd2-8ff6dc539e40,120000,21600000
10,Vỏ pin sạc dự phòng tự lắp ráp 2600mah Sạc dự phòng cho pin 18650 chất lượng cao (khô,https://shopee.vn/V%E1%BB%8F-pin-s%E1%BA%A1c-d%E1%BB%B1-ph%C3%B2ng-t%E1%BB%B1-l%E1%BA%AFp-r%C3%A1p-2600mah-S%E1%BA%A1c-d%E1%BB%B1-ph%C3%B2ng-cho-pin-18650-ch%E1%BA%A5t-l%C6%B0%E1%BB%A3ng-cao-(kh%C3%B4-i.110622776.4118722275?sp_atk=d3696448-f33a-440e-907d-3e9603630687&xptdk=d3696448-f33a-440e-907d-3e9603630687,20200,7090200
